,Venue id,Rating
289,4adc5c6af964a520da2b21e3,7.3
290,5321ff4f498e273e359a05e0,6.8
291,4ad4c05cf964a52006f620e3,7.5
292,4d7a6212e8b7a1cdb919971f,6.7
293,4bbe0c134e069c745a829fe3,7.3
294,4ba24e76f964a520aceb37e3,6.6
295,4ad4c05df964a52059f620e3,8.7
296,5a4fdf56772fbc5e9fa73c7f,8.0
297,55fc571f498ec35023360858,8.0
298,50e44770e4b0e03a48c0d8a8,7.8
299,4ae7199ff964a52068a821e3,7.7
300,50ecb1fae4b0beb13294f0aa,8.3
301,5214e7c111d2a83379eae21f,8.3
302,4ae73054f964a5203ca921e3,7.7
303,4b0f3cd2f964a520b66023e3,8.2
304,506db1a9e4b0a3f3b31412f0,8.7
305,4ad4c060f964a5207cf720e3,7.9
306,4ad69511f964a520e40721e3,8.3
307,5b5bca904aa3f8002c97f85d,8.5
308,595e825350a6f05c631431b0,7.4
309,4d3997e1687ca35dbd0081c4,7.7
310,4b56a44ff964a5206e1728e3,8.3
311,50b7c53616485cd9efad60d5,8.1
312,50bd1248e4b0382138bdd292,7.2
313,4bd5ba4c637ba593dcddf670,7.6
314,4ad4c05cf964a52006f620e3,7.5
315,4ba90db8f964a5203f073ae3,7.4
316,5aff06ca6e4650002cc6286b,8.3
317,4adc5c6af964a520da2b21e3,7.3
318,4c1417c182a3c9b676b9fcf8,8.0
319,4b49183ff964a520a46526e3,8.1
320,5632426a498e0433cad5aa04,7.1
321,4b999927f964a5207c8635e3,7.9
322,4bbe0c134e069c745a829fe3,7.3
323,4cb1169939458cfab0c908a0,7.6
324,588cf74e5289302f30e711e1,7.3
325,50521bc4e4b0252d054ee36b,7.2
326,4d796616542ab1f75eb87c41,7.3
327,54bd9fa8498e72620bb03b45,6.9
328,4ffa10f4e4b0956dd65a4aae,6.9
329,4bcba746fb84c9b65d5a1f3e,6.9
330,4e30609b922e065e29f3a61b,7.0
331,4bc13313f8219c743e18b310,6.3
332,4ad4c05cf964a520cbf520e3,6.3
333,4b5456fdf964a520fdb727e3,5.7
334,4b4a588cf964a520af8426e3,5.5
335,600067e8d9cc927aceb2c209,0.0
336,4c054753f56c2d7f6d6a1f66,0.0
337,4e2cdb0fe4cd3bc166a4a494,0.0
338,4c62c59ce1621b8dd0332453,8.5
339,5c5f10e4bf7dde002cef8172,7.2
340,5362c366498e602fbe1db395,8.6
341,527d450111d25050de4ea0d8,9.2
342,56eb72e3498eefb98d82274b,7.8
343,4b6cbfd2f964a52072512ce3,8.1
344,59319e3ae185f3283a4fc06a,7.6
345,56b2d44e498e65064938373c,7.3
346,59f7bad335811b13a241e498,7.6
347,4af45a8af964a52097f121e3,8.9
348,50427a03e4b08d9f5931f593,8.7
349,58a7c100076be13f60d1dff5,8.4
350,578fb4ce498ed3b80015a859,8.4
351,56d885cbcd105695600464d1,8.1
352,4aedf32af964a52091d021e3,8.1
353,587bc580e786b26b0d586aa3,8.6
354,4b2d2ab2f964a52007d024e3,8.6
355,5ba1a63c5d891b002c262874,7.6
356,4af1c047f964a520cfe221e3,8.4
357,4ae4e982f964a5205d9f21e3,8.0
358,55820db4498e4abb523622bf,8.6
359,4ad7e7acf964a520f40f21e3,8.4
360,4f57af17e4b01cdf1e8bfa45,8.3
361,503fb59ce4b050691ba405a3,7.5
362,50e6282de4b026ac78e0ee70,5.8
363,5b5bca904aa3f8002c97f85d,8.5
364,4b56a44ff964a5206e1728e3,8.3
365,4b0f3cd2f964a520b66023e3,8.2
366,50b7c53616485cd9efad60d5,8.1
367,534effeb498e6464d5c4885c,8.4
368,54593679498e9c3b842c216d,7.6
369,4b86b209f964a520cf9631e3,8.4
370,5a4fdf56772fbc5e9fa73c7f,8.0
371,50fd7b1b582f9d035e57a426,7.6
372,51a15add498e3fa3478d2d9c,7.7
373,4b9137f3f964a520e2aa33e3,7.7
374,4cb1169939458cfab0c908a0,7.6
375,4ae73054f964a5203ca921e3,7.7
376,4ad4c05cf964a52006f620e3,7.5
377,4ad4c05ff964a52027f720e3,7.3
378,526c649111d2200c3216dbc2,7.3
379,4b999927f964a5207c8635e3,7.9
380,595e825350a6f05c631431b0,7.4
381,50bd1248e4b0382138bdd292,7.2
382,4b2d7d0ff964a520b5d724e3,7.6
383,4bbe0c134e069c745a829fe3,7.3
384,4ad4c05df964a52059f620e3,8.7
385,4ad69511f964a520e40721e3,8.3
386,55fc571f498ec35023360858,8.0
387,50ecb1fae4b0beb13294f0aa,8.3
388,50e44770e4b0e03a48c0d8a8,7.8
389,5aff06ca6e4650002cc6286b,8.3
390,4ae7199ff964a52068a821e3,7.7
391,4ad4c060f964a5207cf720e3,7.9
392,50468014e4b01c18bb731df8,8.0
393,4e048b98315168be7fd7ee4d,7.8
394,5214e7c111d2a83379eae21f,8.3
395,506db1a9e4b0a3f3b31412f0,8.7
396,4bd5ba4c637ba593dcddf670,7.6
397,4ae73054f964a5203ca921e3,7.7
398,5a4fdf56772fbc5e9fa73c7f,8.0
399,4d3997e1687ca35dbd0081c4,7.7
400,506a3830e4b0677a1f9d8eda,7.6
401,5a6bad222632ec473853718a,7.5
402,5321f4d9e4b07946702e6e08,9.0
403,4ba90db8f964a5203f073ae3,7.4
404,4afa1f33f964a520e91622e3,7.7
405,509bb871e4b09c7ac93f6642,8.6
406,595e825350a6f05c631431b0,7.4
407,4b8d5856f964a520f4f532e3,7.7
408,4adc5c6af964a520da2b21e3,7.3
409,5578720f498ee3b165b1f32b,7.9
410,4b50d070f964a5206d3327e3,7.1
411,5b1a76586f0aa2002c5d9a0c,7.5
412,5632426a498e0433cad5aa04,7.1
413,52ec621e498ec68fa15ee922,8.1
414,4ccc5aebee23a14370591ea8,7.6
415,4fca732be4b07c8e3e198c27,6.8
416,4b776902f964a52094982ee3,0.0
417,4b003cf6f964a520d73b22e3,7.8
418,4f737b84e4b060af1b23c5b7,7.6
419,5a5659ab17556229a036b74a,8.3
420,4af369d0f964a52060ed21e3,8.9
421,50bafbe4e4b0e225612debb6,8.8
422,54e000c9498e4adcc4e449be,8.6
423,53e7ff72498ec1fa4deab5d0,8.8
424,4ada6d8df964a520832221e3,8.8
425,585611615d6ec60f2379600d,8.2
426,51049684e4b06b57cac4e3e8,8.1
427,4ae86cb3f964a5203eaf21e3,8.0
428,54c46166498edeaa806cabc8,8.6
429,4ad87544f964a520841121e3,8.2
430,54835826498ee8517125b280,8.0
431,56aabee1498ebfd21c627b88,8.4
432,57a7b76d498e40fabea0bc23,8.5
433,52f652a5498ec43f09d514c4,8.0
434,5af9ee1eff03060039db2be2,8.5
435,4b632632f964a52085662ae3,8.2
436,4ce8ba46f865370410eab2c4,6.9
437,57ccaabc498eeafce8d889e6,0.0
438,540f2951498e7516839a7126,9.0
439,58e97ddc3cccc6401e71f681,7.7
440,50c2b419e4b0778555038b27,7.2
441,4c0d82f17189c9289124d7b6,6.9
442,4c3355e4213c2d7fe9bd365d,6.4
443,588294c39c439d0a27702402,6.2
444,4d767b57d6688cfa8c1f1e15,5.7
445,52348da911d2fa119be56f12,8.6
446,4ad8fc3df964a520c31621e3,8.3
447,4b64d1c9f964a52096d22ae3,8.0
448,57d70b96498ef633abfa4e72,8.0
449,4b15aef7f964a52074b223e3,7.3
450,5434a336498e25b50077e07d,8.3
451,4b51f5c2f964a520945d27e3,7.2
452,4b92dbe4f964a5202b2234e3,7.2
453,4b22d90ff964a520ab4e24e3,7.1
454,4bd2e88077b29c74e9838f82,7.4
455,580a459338faf1db4438ba33,7.3
456,5824a5305309361c4ad317de,6.9
457,4b4a0e9bf964a5202f7926e3,0.0
458,4a8355bff964a520d3fa1fe3,7.8
459,52d884c5498ecf5c7cafe5ab,7.6
460,4afca145f964a5208e2422e3,8.1
461,4fb593c0e4b05a76e2ab2951,8.2
462,4ba6b463f964a520416a39e3,7.7
463,4ad4c061f964a520abf720e3,7.7
464,4e7f58dbf790b7f027d71d70,0.0
465,504c9db7e4b050eb2aa0af1a,0.0
466,4ca9fe7f2776b60cc8cb440d,0.0
467,4caa04e444a8224ba9cc2640,0.0
468,4ad9ebdcf964a520e61b21e3,6.9
469,58659c5703e29a1f502e034c,6.9
470,4b9322cbf964a5201a3734e3,6.8
471,4bee4cb5d355a593c1c40a60,5.8
472,4b166d4df964a520ecb823e3,5.7
473,5883a4aa916802691b9a50c6,0.0
474,512cf6bde4b07767b2c343bf,0.0
475,4aec9552f964a52007c921e3,5.8
476,4c0bf5f5ffb8c9b6010b6e61,7.7
477,52f9326e11d2c6755f57f596,0.0
478,4c1951d6834e2d7f2d3a2a80,5.8
